2016-07-26 15:53:29,545 [1] INFO  Holly--[46460] [(null)] - [登录窗口]btnLogin_Click Begin...
2016-07-26 16:02:26,732 [1] INFO  Holly--[12524] [(null)] - [登录登出模块]DeleteAgentStateToDB...客服退出时 GetCurrentTime()....IS:2016-07-26 16:02:26
2016-07-26 16:02:26,734 [1] INFO  Holly--[12524] [(null)] - [登录登出模块]DeleteAgentStateToDB...退出成功....
2016-07-26 16:02:26,764 [1] INFO  Holly--[12524] [(null)] - [HollyContactHelper]用户操作==签出->True
2016-07-26 16:02:26,767 [1] INFO  Holly--[12524] [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:12
2016-07-26 16:02:28,062 [1] INFO  Holly--[12524] [(null)] - [HollyContactHelper]用户操作==卸载->True
2016-07-26 16:02:28,062 [1] INFO  Holly--[12524] [(null)] - [登录登出模块] ExitLogin() End.
2016-07-26 16:02:47,260 [1] INFO  Holly--[26536] [(null)] - [登录窗口]btnLogin_Click Begin...
2016-07-26 16:02:47,320 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper]ModifySoftphoneINIByDN——根据DN35197,选择的SIPServerIP为：192.168.112.205
2016-07-26 16:02:47,706 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper]用户操作==装载及初始化->True
2016-07-26 16:02:47,706 [1] INFO  Holly--[26536] [(null)] - [登录窗口]btnLogin_Click： 异步加载，回调事件中继续登录
2016-07-26 16:02:47,706 [1] INFO  Holly--[26536] [(null)] - [登录窗口]btnLogin_Click End
2016-07-26 16:02:47,765 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=AgentUser,UserGOR=2490369)程序状态(PS01_就绪)
2016-07-26 16:02:47,787 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=LSUser,UserGOR=65537)程序状态(PS01_就绪)
2016-07-26 16:02:47,842 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=ASUser,UserGOR=1245185)程序状态(PS01_就绪)
2016-07-26 16:02:47,844 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=EDSUser,UserGOR=1638401)程序状态(PS01_就绪)
2016-07-26 16:02:47,849 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=StatEvent,UserGOR=851969)程序状态(PS01_就绪)
2016-07-26 16:02:47,851 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=StatUser,UserGOR=851970)程序状态(PS01_就绪)
2016-07-26 16:02:47,851 [1] INFO  Holly--[26536] [(null)] - 当前调用Load函数，返回的服务器信息条数为：6
2016-07-26 16:02:47,860 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] Login ( masj, *** , 35197 ) 
2016-07-26 16:02:47,862 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] DomainAccountLogin(masj, pwd) begin...
2016-07-26 16:02:47,923 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] DomainAccountLogin(masj, pwd) end.return BitAuto.Services.Organization.Remoting.Employee
2016-07-26 16:02:48,326 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] InitLoginUser() Begin...
2016-07-26 16:02:52,657 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] InitLoginUser() 客服登录...AgentID is:10658,AgentNum is:13001,GroupName is:惠买车支持部（IM）,OutNum is:97
2016-07-26 16:02:52,657 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] InitLoginUser() End...
2016-07-26 16:02:52,828 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper]用户操作==添加技能组->1099 3
2016-07-26 16:02:52,828 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper]用户操作==添加技能组->1094 3
2016-07-26 16:02:52,828 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper]用户操作==添加技能组->1096 3
2016-07-26 16:02:52,865 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper]用户操作==签入->True
2016-07-26 16:02:55,489 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] InsertAgentState()更新退出时间....initmsg
2016-07-26 16:02:56,859 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] InsertAgentState()登录状态LoginOnOid....is:14
2016-07-26 16:02:56,860 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] Login(masj, pwd, 35197) End.
2016-07-26 16:02:57,267 [1] INFO  Holly--[26536] [(null)] - [InitMainForm] 开始验证监控权限
2016-07-26 16:02:57,372 [1] INFO  Holly--[26536] [(null)] - [InitMainForm] 有 监控权限
2016-07-26 16:03:10,008 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(座席签入成功)程序状态(PS01_就绪)
2016-07-26 16:03:10,039 [1] INFO  Holly--[26536] [(null)] - [事件][OnSignInSuccess] 签入成功事件
2016-07-26 16:03:10,064 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] InsertAgentState()更新退出时间....initmsg
2016-07-26 16:03:10,075 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] InsertAgentState()登录状态LoginOnOid....is:15
2016-07-26 16:03:10,077 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：2；CurStatusName：置忙；)厂家消息(状态改变：准备就绪状态-->置忙)程序状态(PS04_置忙)
2016-07-26 16:03:10,079 [1] INFO  Holly--[26536] [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS01_就绪(0) -> PS04_置忙(2)
2016-07-26 16:03:10,110 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper]用户操作==置闲->True
2016-07-26 16:03:10,314 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper]用户操作==休息(BS0_自动)->True
2016-07-26 16:03:10,315 [1] INFO  Holly--[26536] [(null)] - [事件][AxUniSoftPhone_OnStatusChange] 状态变化事件
2016-07-26 16:03:10,318 [1] INFO  Holly--[26536] [(null)] - [Main][SetMainStatus]设置状态：PS04_置忙(BS0_自动)
2016-07-26 16:03:10,648 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(状态改变：置忙-->空闲)程序状态(PS03_置闲)
2016-07-26 16:03:10,648 [1] INFO  Holly--[26536] [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS04_置忙(2) -> PS03_置闲(1)
2016-07-26 16:03:10,648 [1] INFO  Holly--[26536] [(null)] - [事件][AxUniSoftPhone_OnStatusChange] 状态变化事件
2016-07-26 16:03:10,648 [1] INFO  Holly--[26536] [(null)] - [Main][SetMainStatus]设置状态：PS03_置闲
2016-07-26 16:03:10,652 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(状态改变：空闲-->休息)程序状态(PS05_休息)
2016-07-26 16:03:10,652 [1] INFO  Holly--[26536] [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS03_置闲(1) -> PS05_休息(16)
2016-07-26 16:03:10,653 [1] INFO  Holly--[26536] [(null)] - [事件][AxUniSoftPhone_OnStatusChange] 状态变化事件
2016-07-26 16:03:10,653 [1] INFO  Holly--[26536] [(null)] - [Main][SetMainStatus]设置状态：PS05_休息
2016-07-26 16:03:11,169 [1] INFO  Holly--[26536] [(null)] - [MainJs] [SendToWeb] 发送网页消息：0 次数，指定页面ID：WebPage00001
2016-07-26 16:03:11,171 [1] INFO  Holly--[26536] [(null)] - [MainUI] [SendMesToWeb] 获取到了当前指定webPageID的页面：WebPage00001
2016-07-26 16:03:11,174 [1] INFO  Holly--[26536] [(null)] - [MainJs] [SendMesToWeb] CTIEventMsg msg：UserEvent=Notice&Action=SaveWindowsName&Data=WebPage00001&outBoundType=-2
2016-07-26 16:03:11,254 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-07-26 16:03:11,257 [1] INFO  Holly--[26536] [(null)] - [Main][UpdatAgentDB] 更新客服状态表AS4_置忙
2016-07-26 16:03:11,271 [1] INFO  Holly--[26536] [(null)] - [Main][UpdatAgentDB] 插入CAgent表
2016-07-26 16:03:11,287 [1] INFO  Holly--[26536] [(null)] - [Main][UpdatAgentDB] 插入新的状态 PreOid....IS:16
2016-07-26 16:03:11,287 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(休息开始。)程序状态(PS05_休息)
2016-07-26 16:03:11,303 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-07-26 16:03:11,303 [1] INFO  Holly--[26536] [(null)] - [Main][UpdatAgentDB] 更新客服状态表AS3_置闲
2016-07-26 16:03:11,314 [1] INFO  Holly--[26536] [(null)] - [Main][UpdatAgentDB] 更新上一个状态的结束时间 PreOid....IS:16
2016-07-26 16:03:11,323 [1] INFO  Holly--[26536] [(null)] - [Main][UpdatAgentDB] 插入新的状态 PreOid....IS:17
2016-07-26 16:03:11,324 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(示闲成功。)程序状态(PS05_休息)
2016-07-26 16:03:11,333 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-07-26 16:03:11,334 [1] INFO  Holly--[26536] [(null)] - [Main][UpdatAgentDB] 更新客服状态表AS4_置忙
2016-07-26 16:03:11,336 [1] INFO  Holly--[26536] [(null)] - [Main][UpdatAgentDB] 更新上一个状态的结束时间 PreOid....IS:17
2016-07-26 16:03:11,344 [1] INFO  Holly--[26536] [(null)] - [Main][UpdatAgentDB] 插入新的状态 PreOid....IS:18
2016-07-26 16:03:11,345 [1] INFO  Holly--[26536] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(签入成功。)程序状态(PS05_休息)
2016-07-26 16:03:13,738 [1] INFO  Holly--[26536] [(null)] - [MainJs] [SendToWeb] 发送网页消息：0 次数，指定页面ID：WebPage00001
2016-07-26 16:03:13,739 [1] INFO  Holly--[26536] [(null)] - [MainUI] [SendMesToWeb] 获取到了当前指定webPageID的页面：WebPage00001
2016-07-26 16:03:13,739 [1] INFO  Holly--[26536] [(null)] - [MainJs] [SendMesToWeb] CTIEventMsg msg：UserEvent=Notice&Action=SaveWindowsName&Data=WebPage00001&outBoundType=-2
2016-07-26 16:03:15,324 [1] INFO  Holly--[26536] [(null)] - [MainJs] [SendToWeb] 发送网页消息：0 次数，指定页面ID：WebPage00001
2016-07-26 16:03:15,324 [1] INFO  Holly--[26536] [(null)] - [MainUI] [SendMesToWeb] 获取到了当前指定webPageID的页面：WebPage00001
2016-07-26 16:03:15,325 [1] INFO  Holly--[26536] [(null)] - [MainJs] [SendMesToWeb] CTIEventMsg msg：UserEvent=Notice&Action=SaveWindowsName&Data=WebPage00001&outBoundType=-2
2016-07-26 16:03:39,446 [1] INFO  Holly--[26536] [(null)] - [MainUI] [GetTabControlTabPagesCount] 可用页面数量=1
2016-07-26 16:03:39,613 [1] INFO  Holly--[26536] [(null)] - [MainJs] [SendToWeb] 发送网页消息：0 次数，指定页面ID：WebPage00001
2016-07-26 16:03:39,613 [1] INFO  Holly--[26536] [(null)] - [MainUI] [SendMesToWeb] 获取到了当前指定webPageID的页面：WebPage00001
2016-07-26 16:03:39,614 [1] INFO  Holly--[26536] [(null)] - [MainJs] [SendMesToWeb] CTIEventMsg msg：UserEvent=Notice&Action=SaveWindowsName&Data=WebPage00001&outBoundType=-2
2016-07-26 16:03:40,567 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] ExitLogin() Begin...
2016-07-26 16:03:40,591 [1] INFO  Holly--[26536] [(null)] - [登录登出模块]DeleteAgentStateToDB...客服退出时 LoginOnOid....IS:15
2016-07-26 16:03:40,592 [1] INFO  Holly--[26536] [(null)] - [登录登出模块]DeleteAgentStateToDB...客服退出时 GetCurrentTime()....IS:2016-07-26 16:03:40
2016-07-26 16:03:40,593 [1] INFO  Holly--[26536] [(null)] - [登录登出模块]DeleteAgentStateToDB...退出成功....
2016-07-26 16:03:40,626 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper]用户操作==签出->True
2016-07-26 16:03:40,630 [1] INFO  Holly--[26536] [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:18
2016-07-26 16:03:41,923 [1] INFO  Holly--[26536] [(null)] - [HollyContactHelper]用户操作==卸载->True
2016-07-26 16:03:41,923 [1] INFO  Holly--[26536] [(null)] - [登录登出模块] ExitLogin() End.
2016-07-26 17:30:31,557 [1] INFO  Holly--[20016] [(null)] - [登录窗口]btnLogin_Click Begin...
2016-07-26 17:30:31,593 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper]ModifySoftphoneINIByDN——根据DN35197,选择的SIPServerIP为：192.168.112.205
2016-07-26 17:30:32,086 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper]用户操作==装载及初始化->True
2016-07-26 17:30:32,087 [1] INFO  Holly--[20016] [(null)] - [登录窗口]btnLogin_Click： 异步加载，回调事件中继续登录
2016-07-26 17:30:32,087 [1] INFO  Holly--[20016] [(null)] - [登录窗口]btnLogin_Click End
2016-07-26 17:30:32,155 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=AgentUser,UserGOR=2555905)程序状态(PS01_就绪)
2016-07-26 17:30:32,177 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=LSUser,UserGOR=65537)程序状态(PS01_就绪)
2016-07-26 17:30:32,227 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=ASUser,UserGOR=1245185)程序状态(PS01_就绪)
2016-07-26 17:30:32,229 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=EDSUser,UserGOR=1638401)程序状态(PS01_就绪)
2016-07-26 17:30:32,231 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=StatEvent,UserGOR=851969)程序状态(PS01_就绪)
2016-07-26 17:30:32,232 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(服务器已上线:UserName=StatUser,UserGOR=851970)程序状态(PS01_就绪)
2016-07-26 17:30:32,233 [1] INFO  Holly--[20016] [(null)] - 当前调用Load函数，返回的服务器信息条数为：6
2016-07-26 17:30:32,238 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] Login ( masj, *** , 35197 ) 
2016-07-26 17:30:32,239 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] DomainAccountLogin(masj, pwd) begin...
2016-07-26 17:30:32,292 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] DomainAccountLogin(masj, pwd) end.return BitAuto.Services.Organization.Remoting.Employee
2016-07-26 17:30:32,505 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] InitLoginUser() Begin...
2016-07-26 17:30:39,475 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] InitLoginUser() 客服登录...AgentID is:10658,AgentNum is:13001,GroupName is:惠买车支持部（IM）,OutNum is:97
2016-07-26 17:30:39,475 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] InitLoginUser() End...
2016-07-26 17:30:39,889 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper]用户操作==添加技能组->1099 3
2016-07-26 17:30:39,889 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper]用户操作==添加技能组->1094 3
2016-07-26 17:30:39,889 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper]用户操作==添加技能组->1096 3
2016-07-26 17:30:39,943 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper]用户操作==签入->True
2016-07-26 17:30:40,008 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] InsertAgentState()更新退出时间....initmsg
2016-07-26 17:30:40,033 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] InsertAgentState()登录状态LoginOnOid....is:20
2016-07-26 17:30:40,033 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] Login(masj, pwd, 35197) End.
2016-07-26 17:30:40,490 [1] INFO  Holly--[20016] [(null)] - [InitMainForm] 开始验证监控权限
2016-07-26 17:30:40,591 [1] INFO  Holly--[20016] [(null)] - [InitMainForm] 有 监控权限
2016-07-26 17:30:42,004 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：0；CurStatusName：准备就绪状态；)厂家消息(座席签入成功)程序状态(PS01_就绪)
2016-07-26 17:30:42,038 [1] INFO  Holly--[20016] [(null)] - [事件][OnSignInSuccess] 签入成功事件
2016-07-26 17:30:42,073 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] InsertAgentState()更新退出时间....initmsg
2016-07-26 17:30:42,085 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] InsertAgentState()登录状态LoginOnOid....is:21
2016-07-26 17:30:42,088 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：2；CurStatusName：置忙；)厂家消息(状态改变：准备就绪状态-->置忙)程序状态(PS04_置忙)
2016-07-26 17:30:42,090 [1] INFO  Holly--[20016] [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS01_就绪(0) -> PS04_置忙(2)
2016-07-26 17:30:42,120 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper]用户操作==置闲->True
2016-07-26 17:30:42,380 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper]用户操作==休息(BS0_自动)->True
2016-07-26 17:30:42,381 [1] INFO  Holly--[20016] [(null)] - [事件][AxUniSoftPhone_OnStatusChange] 状态变化事件
2016-07-26 17:30:42,384 [1] INFO  Holly--[20016] [(null)] - [Main][SetMainStatus]设置状态：PS04_置忙(BS0_自动)
2016-07-26 17:30:42,400 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：1；CurStatusName：空闲；)厂家消息(状态改变：置忙-->空闲)程序状态(PS03_置闲)
2016-07-26 17:30:42,400 [1] INFO  Holly--[20016] [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS04_置忙(2) -> PS03_置闲(1)
2016-07-26 17:30:42,400 [1] INFO  Holly--[20016] [(null)] - [事件][AxUniSoftPhone_OnStatusChange] 状态变化事件
2016-07-26 17:30:42,400 [1] INFO  Holly--[20016] [(null)] - [Main][SetMainStatus]设置状态：PS03_置闲
2016-07-26 17:30:42,405 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(状态改变：空闲-->休息)程序状态(PS05_休息)
2016-07-26 17:30:42,405 [1] INFO  Holly--[20016] [(null)] - [>>>厂家状态变化<<<]OnStatusChange ：PS03_置闲(1) -> PS05_休息(16)
2016-07-26 17:30:42,405 [1] INFO  Holly--[20016] [(null)] - [事件][AxUniSoftPhone_OnStatusChange] 状态变化事件
2016-07-26 17:30:42,405 [1] INFO  Holly--[20016] [(null)] - [Main][SetMainStatus]设置状态：PS05_休息
2016-07-26 17:30:42,997 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-07-26 17:30:42,999 [1] INFO  Holly--[20016] [(null)] - [Main][UpdatAgentDB] 更新客服状态表AS4_置忙
2016-07-26 17:30:43,022 [1] INFO  Holly--[20016] [(null)] - [Main][UpdatAgentDB] 插入CAgent表
2016-07-26 17:30:43,042 [1] INFO  Holly--[20016] [(null)] - [Main][UpdatAgentDB] 插入新的状态 PreOid....IS:22
2016-07-26 17:30:43,043 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(休息开始。)程序状态(PS05_休息)
2016-07-26 17:30:43,374 [1] INFO  Holly--[20016] [(null)] - [MainJs] [SendToWeb] 发送网页消息：0 次数，指定页面ID：WebPage00001
2016-07-26 17:30:43,377 [1] INFO  Holly--[20016] [(null)] - [MainUI] [SendMesToWeb] 获取到了当前指定webPageID的页面：WebPage00001
2016-07-26 17:30:43,380 [1] INFO  Holly--[20016] [(null)] - [MainJs] [SendMesToWeb] CTIEventMsg msg：UserEvent=Notice&Action=SaveWindowsName&Data=WebPage00001&outBoundType=-2
2016-07-26 17:30:43,465 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-07-26 17:30:43,465 [1] INFO  Holly--[20016] [(null)] - [Main][UpdatAgentDB] 更新客服状态表AS3_置闲
2016-07-26 17:30:43,479 [1] INFO  Holly--[20016] [(null)] - [Main][UpdatAgentDB] 更新上一个状态的结束时间 PreOid....IS:22
2016-07-26 17:30:43,488 [1] INFO  Holly--[20016] [(null)] - [Main][UpdatAgentDB] 插入新的状态 PreOid....IS:23
2016-07-26 17:30:43,489 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(示闲成功。)程序状态(PS05_休息)
2016-07-26 17:30:43,562 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper] 获取厂家信息 ==落地号码->
2016-07-26 17:30:43,562 [1] INFO  Holly--[20016] [(null)] - [Main][UpdatAgentDB] 更新客服状态表AS4_置忙
2016-07-26 17:30:43,565 [1] INFO  Holly--[20016] [(null)] - [Main][UpdatAgentDB] 更新上一个状态的结束时间 PreOid....IS:23
2016-07-26 17:30:43,577 [1] INFO  Holly--[20016] [(null)] - [Main][UpdatAgentDB] 插入新的状态 PreOid....IS:24
2016-07-26 17:30:43,577 [1] INFO  Holly--[20016] [(null)] - [@@@厂家消息通知@@@]OnMessage ：厂家状态(CurStatus：16；CurStatusName：休息；)厂家消息(签入成功。)程序状态(PS05_休息)
2016-07-26 17:30:44,581 [1] INFO  Holly--[20016] [(null)] - [MainJs] [SendToWeb] 发送网页消息：0 次数，指定页面ID：WebPage00001
2016-07-26 17:30:44,581 [1] INFO  Holly--[20016] [(null)] - [MainUI] [SendMesToWeb] 获取到了当前指定webPageID的页面：WebPage00001
2016-07-26 17:30:44,581 [1] INFO  Holly--[20016] [(null)] - [MainJs] [SendMesToWeb] CTIEventMsg msg：UserEvent=Notice&Action=SaveWindowsName&Data=WebPage00001&outBoundType=-2
2016-07-26 17:30:46,194 [1] INFO  Holly--[20016] [(null)] - [MainJs] [SendToWeb] 发送网页消息：0 次数，指定页面ID：WebPage00001
2016-07-26 17:30:46,194 [1] INFO  Holly--[20016] [(null)] - [MainUI] [SendMesToWeb] 获取到了当前指定webPageID的页面：WebPage00001
2016-07-26 17:30:46,195 [1] INFO  Holly--[20016] [(null)] - [MainJs] [SendMesToWeb] CTIEventMsg msg：UserEvent=Notice&Action=SaveWindowsName&Data=WebPage00001&outBoundType=-2
2016-07-26 17:31:17,996 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] ExitLogin() Begin...
2016-07-26 17:31:18,022 [1] INFO  Holly--[20016] [(null)] - [登录登出模块]DeleteAgentStateToDB...客服退出时 LoginOnOid....IS:21
2016-07-26 17:31:18,022 [1] INFO  Holly--[20016] [(null)] - [登录登出模块]DeleteAgentStateToDB...客服退出时 GetCurrentTime()....IS:2016-07-26 17:31:18
2016-07-26 17:31:18,027 [1] INFO  Holly--[20016] [(null)] - [登录登出模块]DeleteAgentStateToDB...退出成功....
2016-07-26 17:31:18,057 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper]用户操作==签出->True
2016-07-26 17:31:18,064 [1] INFO  Holly--[20016] [(null)] - [Main] 更新上一个状态的结束时间 PreOid....IS:24
2016-07-26 17:31:19,364 [1] INFO  Holly--[20016] [(null)] - [HollyContactHelper]用户操作==卸载->True
2016-07-26 17:31:19,364 [1] INFO  Holly--[20016] [(null)] - [登录登出模块] ExitLogin() End.
